trial,traded,breadth_gate,consensus_k,conviction_sizing,dd_sizer,edge_monitor,enter,exit_,feargreed,fng_min,horserace,hurst_gate,martingale,max_positions,meta_margin,micro_gate,min_age_days,min_hold,mom_gate,money_kelly,money_model,money_pyramid,position_fraction,regime_deploy,regime_persist,scale_enter,scale_in,stop_loss,sweep,trail_stop,tree_weight,trend_soft,vol_floor,vol_scale,profit_2018,profit_2019,profit_2020,profit_2021,profit_2022,profit_2023,profit_2024,profit_2025,fit_score,heldout_score,worst_drawdown,trades
335,yes,0.018407965450145114,1,0.01264535924357509,0.07815394806877633,0.4124511306429474,0.7901280612958586,0.1282726338213891,0.1145552291465123,31.157081294699115,0.2233301761076388,0.025653477992630777,0.16459061931896404,5,0.0024368185509316253,0.07213983221697225,2.3659198723800148,71,0.10858468039791513,0.048867220048688306,0.42084417399636564,0.1255530101011002,0.06081619301546751,0.6406422330144758,27.386249906346848,0.03190696062597279,1,0.16759546090729568,0.3804887777935008,0.13766725900397264,0.1877091647594687,0.3606663865015115,0.2442432376512411,0.033119757071808004,0.010791407138400544,0.025181087669870816,0.020636840674045143,0.035906275570905866,0.0007160592639312569,0.0012078895157070502,0.008594267313105197,0.004322548477272203,0.021412,0.034603,0.00648736337348621,1675
336,yes,0.08245116860500237,1,0.13397192303153446,0.1382923964813543,0.0015279296783217182,0.7983460381321374,0.22711907717995877,0.006141850257613719,3.054048707228553,0.044147447447869435,0.37078874648647164,0.004208777377690594,1,0.007475880326869763,0.1672193908360067,8.44487638510446,2,0.10368425492776959,0.1013375722242656,0.3884806175703686,0.20622576916228808,0.33255037379008523,0.625803028206438,56.211272093483544,0.14563724090628088,1,0.006440819673361672,0.06632170577516787,0.15865460198544112,0.0219882048064302,0.18632193407291192,0.3139638848012897,0.05069002989499808,0.2816183309841276,0.14573880812547313,0.13290903063453086,1.0607098245172923,0.01647793001527531,0.0048185575183987694,0.002056525825492761,-0.0016979188867249917,0.156304,0.01893,0.018625872081002193,4628
337,yes,0.05707944578092819,1,0.15760490872395647,0.08252410555330383,0.053700449971322915,0.6696097666740161,0.2605134241676276,0.1496314651177666,22.78679432471146,0.03580235139082972,0.04733055089118809,0.09689826916529332,5,0.01247430796115142,0.05409776196985794,43.332507873439404,76,0.1486060662962084,0.16949416019804112,0.46860370967892057,0.91560530918885,0.29601529849917824,0.6050578207839226,95.64745300654309,0.11155194984430006,0,0.09150141930646444,0.012950259229879166,0.21201844535426503,0.02261213569779928,0.11130025179579599,0.5366463437689624,0.2766935906948834,0.07825035472518405,0.09217058949944801,0.1152975047720255,0.33745047631302216,-0.0013711660507720325,0.0031293842440878183,0.009914004313805291,0.00430443066499997,0.105487,0.02588,0.049392302414695055,2711
338,yes,0.31327323573186167,1,0.045875681116593126,0.09106581350507814,0.19244494246632754,0.7584518325811186,0.38282841446755134,0.11816681218889066,33.46574161143052,0.012080875034707075,0.02211738354656339,0.05381097382761483,1,0.01063364217902259,0.016129391280544938,28.15623977476351,30,0.03815325789238407,0.20768909415904716,0.36153437718693193,0.8257986702632049,0.14399450467958466,0.5866806042309007,81.61633876116684,0.20479521337294473,1,0.09897550889665972,0.0009182223868632859,0.22572044334229385,0.11205547719170782,0.16491135109558858,0.48069612373925813,0.009926972625297839,0.014852672922704535,0.007971042456415,0.01857225047563804,0.052382204485824424,0.0029645113179610494,0.000632731152143462,0.00228071029693111,0.003494332822104873,0.021485,0.017896,0.007437831526232785,1029
339,yes,0.33273462980236906,1,0.061523354937094994,0.18927671918233033,0.033050113336934264,0.7570336166304722,0.0796525314640778,0.2119690923744334,24.468647319879206,0.06402387327318498,0.3104174836879747,0.06761786592492404,4,0.02130598633915589,0.04718714389305048,24.287202110495784,16,0.00963702500128252,0.038008933105568125,0.6534651840613777,0.013353978376384667,0.27803828584934165,0.522464177606444,118.43310734299729,0.09417027183408003,0,0.10185517960150699,0.044462515090431885,0.14445592376641622,0.1374981621660177,0.1048225000072304,0.4932165049927299,0.02328127106589525,0.01760847997377102,0.026894499603334232,0.0188849644698883,0.02730419360883607,0.0009641910870188397,0.0005437194860813399,0.00037572111813721776,0.0007355944195284181,0.021037,0.008057,0.0032063505891897215,1478
340,yes,0.41864443064142665,1,0.04869160587577062,0.12845859989388356,0.1546748822630706,0.8834584520698888,0.2334542832147871,0.06513314275398782,39.549054610232005,0.0075889850947804625,0.12197346748299591,0.07498900266364701,3,0.0017408638957605253,0.020101399486212555,4.832541034798847,13,0.04122830529623595,0.03204193078842863,0.451742735794502,0.0674158712778189,0.3371412385730642,0.5908712569228797,55.29054787988977,0.047868620487746615,3,0.0610267540135251,0.10001778404082795,0.15541162997129915,0.09883619874530192,0.0724056613196799,0.15476231994889475,0.08889164476308617,0.1492638101199475,0.13639622862531708,0.11465294727046849,0.2782299645629309,0.0,0.0015792461813377567,0.019215189043317427,0.0011020745602745574,0.119915,0.021439,0.02409483057643169,2207
341,yes,0.018950058404005675,1,0.12789314065081459,0.28875556059618723,0.07198705713002813,0.8560864744648196,0.41740322255710205,0.12274722849041518,28.060435886804232,0.0098193794951972,0.09575696486091449,0.12070204105709283,4,0.024730001064512293,0.051488982448396586,70.21274053525563,10,0.04524117573269326,0.1255971245186079,0.6083809909178515,0.20012693141101584,0.36049105643264007,0.5909971508218277,104.79818358369175,0.10953447903056393,1,0.14718691454146593,0.036083557339243504,0.15858701935077926,0.11166917184297673,0.12052586785766758,0.16851109747606854,0.24004329465853533,0.1416198921241958,0.3335358435099116,0.27447864559362345,0.5642146505513206,0.01033323628302174,0.005081133089163359,0.015178279991220345,0.001982149457320004,0.180815,0.029231,0.04723734502314847,3793
342,yes,0.15627034123932088,1,0.09312302438918588,0.08235502184993801,0.08015017439695686,0.7497660681573171,0.32324158484344,0.001794344595076228,34.090241150281535,0.12992281097380248,0.08976289744040732,0.4296987915846385,4,0.003781339325292053,0.01898973114597363,39.936229878873405,1,0.12063806986408096,0.07468652338466443,0.5071596141888867,0.44668846665044115,0.3047818528529137,0.49324576208446624,15.893990115798578,0.40577031681001346,0,0.05014259366645699,0.12670765118813743,0.10969999285243584,0.029647863322488404,0.1522916915227661,0.25688874387397165,0.3958262230336614,0.9421766581194884,0.6222054088067333,0.3723077571763007,2.12994968207773,0.001354570611890038,0.014970145517986477,0.07548779459725585,0.00807183127114075,0.211948,0.062526,0.03729912745169528,6582
343,yes,0.31463675291484156,1,0.264666815730421,0.01921303817709545,0.0865484171429538,0.8135904402575593,0.2438661205730915,0.2683549456370982,13.175785779813115,0.1874099561707176,0.019257292933425894,0.01746196895028949,1,0.005743635160456866,0.38375185067587336,14.449237412642157,9,0.05822793987999751,0.005587165175993706,0.5796669703176218,0.4231803676195477,0.0791867105416457,0.3393969101800318,27.611209970958203,0.21198041851589378,1,0.12452538668213772,0.03547072653710021,0.1703274827707595,0.5112468909818693,0.025626976900988176,0.4805081520805789,0.16386860644457057,0.3193414382690043,0.16933452274780736,0.31865127848176233,0.39209687371076174,0.021140642054784164,0.005210292380591008,0.02232549882822732,-0.014430242681409577,0.189398,0.015209,0.03520256185158477,1817
344,yes,0.3279115531437261,1,0.07613830486909022,0.13961934858855415,0.07001590712815586,0.8362687560052476,0.20523624095877752,0.08527329219488411,25.995012366708234,0.06970062990204073,0.018810004010381194,0.08532607208823273,1,0.017748292437511623,0.34679465944256554,45.26346547673417,37,0.018873043982777195,0.15868312667834797,0.7431597772307214,0.010798902084806987,0.22568549605328797,0.5257872033773661,76.54984208796111,0.37480844801477015,1,0.11579829828280883,0.04405236746911304,0.1298381430604725,0.08587499964900755,0.007661201535843516,0.18103196705462016,0.5559599444579338,0.6270817550722294,-0.05861031056095645,0.4869677064545077,1.6010713371290608,0.07366525951643466,0.04713018756290821,-0.0546694414138551,0.16594903518524062,0.144248,0.067036,0.24248097502264476,1270
345,yes,0.3997192344544911,1,0.04623092782177822,0.26905956326637837,0.11321207125135115,0.8482624859769473,0.2329415002192008,0.007030819057178236,13.919950115280077,0.10067181606382473,0.06407852359300897,0.015882348582385776,2,0.00907894502945699,0.09212464494038042,64.33372830941794,4,0.015598743636819174,0.34199782509113774,0.6958880112564005,0.338665311553631,0.14299122061772426,0.59713635865426,59.17946272647384,0.44389337301322995,0,0.08829865125445505,0.05140696730264028,0.08220954710670945,0.1278258241855578,0.15246089344122968,0.2681433121783847,0.042961332945847926,0.08584145589144798,0.13652012219677245,0.11142267276600504,0.3294292962400156,0.01192654698350526,0.003995929573288537,0.010000722424753583,0.00045759362010144855,0.117343,0.023995,0.00795379419680553,2778
346,yes,0.21892691440177384,1,0.11142756972881845,0.12366119410938534,0.22088634696695916,0.8951111245446954,0.29729346794354283,0.09242985638322374,30.73656003946814,0.08122148684761636,0.12205798986118899,0.0870412548629631,2,0.013679729039711888,0.012912804395905746,29.522556951617815,7,0.05272287193226067,0.0971748036277311,0.39889735124879794,0.3107957435922436,0.2625758698348387,0.6437059701632157,32.83778526546324,0.2083541538360576,0,0.10985101914026438,0.34850916274407223,0.18955781036667246,0.06640104054326848,0.16853018950776377,0.5182036574748347,0.6501624462067629,3.6337918842788772,1.2285080031437081,1.1395688313277867,7.6351454629782065,0.13209344091453468,0.04298022396111012,0.08598894157834924,0.006753843592730124,0.241054,0.069005,0.09359093126654572,2873
347,yes,0.04270772044248128,1,0.03356248211250975,0.1696934180614342,0.2176063265354476,0.6788390871866536,0.288793229058005,0.08280177363859921,23.284033131853377,0.05296488909798395,0.0292507821338849,0.08256341586852835,4,0.008493802158721177,0.15735773987308493,47.42741149120573,36,0.031563477112405314,0.1914235452366641,0.1655092803464896,0.24948181108650042,0.11108294059527055,0.5331098526695663,85.04798838496369,0.03989331926591063,0,0.12199165412325177,0.09448132092283255,0.17277822677733898,0.17191236496306397,0.24873747000367916,0.18114977948573466,0.3044848393844165,0.11020219038115497,0.04363932652730229,0.12117812491321778,0.4826861852195663,0.010832324944649807,0.005425656572811688,0.03520778085494758,0.0020573155101182294,0.107215,0.041188,0.05173560579405867,6709
348,yes,0.0838323414355635,1,0.11421493660266512,0.008731973451427413,0.0891483955389982,0.6988072563845731,0.3987601697925806,0.08168537611142447,13.362114558295891,0.3248503175878101,0.008331966900108142,0.006264982083297696,4,0.0014721496752711938,0.1512730696074427,34.94972206487054,4,0.11149010870756598,0.07484021588787872,0.7803315852861018,0.24858113239035012,0.2682628651292344,0.4526950629650073,73.29368508466814,0.6808100952582268,0,0.1048727778214715,0.005282159595843428,0.06527024168156967,0.38237305127883875,0.17596774093312492,0.39727577985744555,0.15287469481335494,0.1967437192858983,0.20676344651422052,0.15528215119071964,0.7072468438571915,0.016260476368376686,0.005986622874691205,0.026705744475097992,-0.0047245875690794525,0.156957,0.037273,0.018822568134493012,9196
349,yes,0.14732595837047033,1,0.30567990809892054,0.07929007760331036,0.2350934019834122,0.742510153236511,0.19198897940076037,0.21401170948888562,38.24927477030489,0.07848226740618287,0.0042640724485980275,0.030835270346933563,1,0.008778058679854348,0.06507593693547459,157.9091316809399,3,0.11631024569841608,0.008230960523350232,0.3917369750534446,0.04691864103913961,0.3703507813482959,0.6696268445964098,11.001473973142913,0.2566579933398887,0,0.08541318701323408,0.26188428067208,0.1566501483718998,0.18964315125448347,0.09790431147001889,0.21846880531704194,0.19542066153540819,0.015287528273642659,0.256843314687629,0.7327732639176443,6.286658928387939,-0.00010030466452926046,-0.00034093375767207945,0.018071105582688096,0.003569396659808044,0.153546,0.033352,0.058753791697733204,1848
350,yes,0.3581975889821736,1,0.1350901459094944,0.09114946829516504,0.1270111889737361,0.7984817944241841,0.2114636048590978,0.12364861932137806,25.65019812645406,0.009165862575359817,0.03890366160749728,0.09882321283554558,2,0.0037580939875652367,0.16900458117375936,22.239911149220685,84,0.13641131648257077,0.18853019330560777,0.3659684714873719,0.956286426537026,0.0976476174781202,0.4736842158545028,64.55318177852621,0.14200425938452088,1,0.12030168041337841,0.008322954826153892,0.18031961264461124,0.010012114996773349,0.022902726458571485,0.1659991635929855,0.18462213285232387,0.07897768650439918,0.07621016807030356,0.03806196241615534,0.43430926502661515,0.01197890262336565,0.00813804424988085,0.03824467204703863,-0.012598748961519024,0.091053,0.03161,0.0701276329235686,1311
351,yes,0.4230278980788555,1,0.09822901881701804,0.3328025892674944,0.005529479111874806,0.7654892012385235,0.22084146345323397,0.02062405973109857,42.229290637868914,0.06370782935206817,0.30081454309742656,0.00837952831944324,4,0.014964835285040584,0.16270728609853655,62.572738427866106,7,0.007840032415750046,0.008667784165763666,0.4594200037925217,0.05340227173049872,0.2589692425908816,0.39275854208168415,106.41366216605473,0.07618440718082782,0,0.09977914395731359,0.15262952859755155,0.13538001047386441,0.1354891915469328,0.05392972189935792,0.5740087573136055,0.5553032215140069,0.38641477697950677,0.5145319848872505,0.45309484696771807,1.1463035965217796,0.0,0.013874640655372028,0.030092765156585877,-0.012861483617601088,0.209926,0.034891,0.03323504801459898,3480
352,yes,0.39809242796488375,1,0.05947784117798897,0.12422098975842094,0.013261393245722388,0.8467068959940589,0.2856117010797245,0.15187843330878412,18.824122634552094,0.1830668592555016,0.400009519320978,0.09339112333531906,3,0.008948742651431033,0.06337769817551457,21.227515201272208,52,0.0039000878584462897,0.2344473794798199,0.5032338571581951,0.017546080383880933,0.5308360449884566,0.6164553815787913,5.0324671209387235,0.024326495815876512,1,0.10106611306902222,0.07584551466322394,0.18323890199472004,0.24272458942393338,0.0917055304548137,0.39908679324529645,0.5677286079388986,0.3221191341332603,0.10066488098996307,0.162915972532659,1.1754511334480737,0.025676695842216102,0.02859487605510669,0.05701144662445534,0.04515638390514076,0.159487,0.069983,0.1606407643203256,2190
353,yes,0.3185927194981596,1,0.025494372264932563,0.3120466485415131,0.04759552992583877,0.626670398256778,0.13159347061636115,0.11712121859266936,40.34346842358875,0.15140120579938546,0.15797626035957932,0.165338232575283,3,0.009381120695600561,0.42170188612633075,88.32004870134979,8,0.10400769022697638,0.02263373929808332,0.29154865294874843,0.0032375060953506877,0.11435093594409927,0.8110687393847922,32.385098542657055,0.0675885394690093,0,0.07655208686667281,0.35813106369855185,0.11520329297106369,0.04422301782816577,0.08697324652465466,0.35782247439874,0.15012969301838655,0.12483825942940774,0.19348578899557412,0.18030121649287612,0.7199445511690961,0.00027849514612410253,0.015811685459272473,0.028753559270170426,0.009839598025289664,0.142962,0.043729,0.027058032753555006,3296
354,yes,0.07501971778493094,1,0.2445749454744675,0.0616697490705766,0.061788921871793585,0.6940624673974214,0.28350479794514505,0.13645690316596212,18.7712288978029,0.4146305725005251,0.03638039338211746,0.4522295092629882,2,0.023252104680240776,0.14010176733718824,6.399170057397767,3,0.011053776090865318,0.010946678354610134,0.48712239142060804,0.19921874929441735,0.12594940587252865,0.36897704065447934,81.79590968538751,0.06779554914403531,1,0.04371739761871165,0.0627751754222948,0.08669449115385097,0.3502221151964809,0.2859180927442449,0.39238063014204394,0.08447233142403084,0.23078492149772423,0.15017819719495273,0.13271294564269587,0.36304619517177406,0.00796324979422125,0.0024749291953380936,0.013812763392711647,-0.004673664966325708,0.147957,0.028958,0.009999585142179246,6004
355,yes,0.26297031186199404,1,0.1291244838636648,0.15300320506627824,0.2119968493252097,0.7277361791758217,0.17902293745821932,0.061801297865846885,22.689240039084005,0.15684740288818888,0.13389828313649638,0.048216114980475636,1,0.006229804142635477,0.046241764772873034,33.68763481417954,10,0.05143375058977693,0.30430330591380467,0.7278792881676863,0.23702595286675673,0.24294007309924576,0.6249522795060838,35.54923696761982,0.427829894823375,1,0.05134738935674739,0.258450540591336,0.19755897421719767,0.07969639900410053,0.06234528679019856,0.17049327597242542,0.07432449232859163,0.23000895530840593,0.26753752668490716,0.23825874073176911,1.1599374278969843,0.040551193254533935,0.0038810583177688596,0.005115614640448962,0.002535613059674091,0.187234,0.016962,0.0601078104916164,1955
356,yes,0.4306577545468905,1,0.05481408899723072,0.14176261737115184,0.11807809091158615,0.6662400908342148,0.24505369574852973,0.047687978804465556,29.35759856689289,0.09725053448663497,0.006736001181221942,0.07501476772212412,2,0.015180643425656146,0.015346427726673469,51.59002914669939,16,0.024154956316785128,0.11507274908674386,0.698689709445474,0.9621128782128937,0.2077945698502647,0.4691182511164722,11.981675638844049,0.0719618921374669,0,0.11530381552901994,0.26038587827617093,0.12449132019404027,0.2530671816088674,0.14641970802504367,0.3039838676590073,0.14185074989532304,0.23096426029298622,0.07712323952848954,0.1607679310970358,0.5438288951827293,0.011495046314343726,0.0029121421690827543,0.013221763153941524,0.00515676164114276,0.136817,0.026092,0.04260628346970641,2937
357,yes,0.33273650684157857,1,0.08977103987101615,0.045300412446617276,0.03715819889656373,0.757998064222387,0.2943098030455944,0.06118235527486571,30.56348342504549,0.09430297998055645,0.050129056419871004,0.09198738567668051,1,0.00786388231802167,0.10711050513619963,13.028970381517018,18,0.09668051311629783,0.2724250687252493,0.7009787942073415,0.7106529544727674,0.1992892264306014,0.6413398487988342,68.0980670083301,0.04119679431355911,1,0.06561334476592037,0.029302690419959736,0.08021111457502615,0.25409807809078927,0.15534948716600053,0.44181983688471443,0.26766469737328213,0.5803669558534268,0.20039937959712906,0.6171731274642152,4.654653549404398,0.0966347845738964,-0.006372130085820049,0.013900218472434389,0.0520469987613883,0.205538,0.053695,0.12995607062168535,2193
358,yes,0.10956380620632528,1,0.0035787900895856346,0.16687048216664613,0.0018016590498604987,0.7427845781589884,0.2172071351146333,0.14597209881855322,21.4395520674952,0.18383738709478897,0.013781488184191368,0.007365990540087499,1,0.006333934565369167,0.3487934281545071,72.29228535432762,18,0.003988596798204935,0.15138996227261894,0.706067345938439,0.9450318824318034,0.29786751112906007,0.2909989754139001,58.90766126965993,0.17789948852929707,0,0.09746720249427336,0.012759112352862995,0.1435010961058783,0.27540120848465266,0.07314494603853709,0.17661989116492946,0.34702625819804395,0.31315537006323746,0.22264580720411198,0.29117962934950814,1.5848291914715817,0.05136703440779389,-0.030334435354359313,0.028491750477859235,0.02975713898409138,0.198325,0.051711,0.07508816447924016,2985
359,yes,0.4141674001014565,1,0.126302077215931,0.20331210455198737,0.1152387282577067,0.7488000665809091,0.15654803606755202,0.16485515517062388,25.229735296435273,0.02558871836063572,0.6041084950112219,0.05563917606105375,2,0.0029950211220324445,0.004592951815742737,20.700516049735775,13,0.029248053879857613,0.22253897167461836,0.6671226940127644,0.14986382514786148,0.3174160631958852,0.6392716774471545,27.174999327912648,0.23652708521041002,0,0.06561809043120284,0.15569939453264492,0.1527771832291589,0.19476755920905708,0.11153219612468547,0.3782311849286479,0.027457613643826654,-7.368205366620195e-06,8.620517509227987e-05,0.0,0.0003388167903852768,0.0,0.0,0.00025595680478707195,0.0,0.000486,0.003878,0.0010193089367838137,8
360,yes,0.4248346189890692,1,0.0184634388925475,0.20341796073074303,0.024800134651716602,0.7116214778271814,0.24282847796972526,0.24571647434214527,23.77232686089453,0.030138903759966473,0.08228257365723532,0.40753420215569275,5,0.0008476059485679312,0.031237943347670327,85.27390813331806,19,0.06434281772447246,0.086453753390414,0.5287959182785669,0.0688550168628912,0.08739804744957651,0.3855855479101272,151.79459067789708,0.02143172075114679,0,0.023604811386907586,0.2522691762857488,0.10634872023148999,0.1903544113092676,0.3802455691398156,0.4302625603049624,0.4997126363905904,0.05477226130301416,0.22189580146656862,0.19159946721741372,0.752317510614452,0.011661003720937257,0.029924465264818956,0.07857214780571176,0.006516705438629922,0.142574,0.061418,0.05478380719525866,5631
361,yes,0.32613025460586037,1,0.07444437497567394,0.019164877697320885,0.37003088653408617,0.8751323774993817,0.20484852842671641,0.25202011076617625,11.919593669903126,0.08846675236705966,0.034353723416491795,0.027776984608671056,4,0.0021681849356208626,0.13651115962387503,62.68806813219595,38,0.13234051932468313,0.051938024441102806,0.5085767838727799,0.1797802114514341,0.48729756472463204,0.8313554008533005,55.83188234820799,0.028931612620245222,1,0.10440372038961143,0.24851020809828897,0.13352946743378646,0.31512445120227844,0.016801447090536298,0.47417722070325213,0.0186965809785231,0.003830704401102336,0.026085149246694694,0.01796443623687627,0.015975250231251126,-0.00028869266454667475,-0.0002491903578852872,0.0017230992246062282,-0.0007378975785055086,0.015168,0.006119,0.006438283781992404,1400
362,yes,0.1479229784588692,1,0.04416712677964457,0.23235519549350397,0.14449165767528174,0.7141436773569161,0.16649786827327645,0.27123891182512677,17.900138068085475,0.2542334656340001,0.05487199592481676,0.015288078588159467,1,0.0012596813131728665,0.05592310445909868,32.49486487908194,4,0.09478578470162499,0.12175448416926314,0.5752747982557389,0.03866054344334735,0.4157580835122703,0.7641947607749859,52.945166899933916,0.2883701784189722,0,0.15575648170809564,0.09333483743248816,0.10197482483040751,0.12993671385478472,0.05509797363529801,0.512919057300406,0.30360969113950076,1.8089663798269928,0.9519876075316722,1.3085114589234275,17.629772845993163,0.127191608090216,0.026576449981857708,0.22529019328978772,0.0031887584573335737,0.237599,0.135174,0.09337098473903249,3028
363,yes,0.043548163724139055,1,0.08780335904624022,0.1423077780009645,0.13537464595392215,0.671894865136125,0.15939556153465817,0.013378511937577628,44.05641476069955,0.2893711188260042,0.18655042423510346,0.4093720862693643,3,0.0023078512917859024,0.09028461156713223,59.32825115555946,32,0.043971005089462924,0.19398819510041684,0.7192043310242924,0.02742492472803426,0.14331466653453911,0.79845269595888,108.46393651073382,0.049379639463849996,0,0.013682999743636412,0.2082371128291543,0.1246385444427405,0.00628544987608958,0.19132449512221758,0.21304056962453607,0.23237412370946556,0.14098839496458426,0.28111084995707536,0.2569087476801788,0.8921546386637245,0.0015824116879425976,0.014280120341342295,0.05794669736482794,0.025071587329774436,0.173526,0.067881,0.07079037306293878,4125
364,yes,0.3541809055413702,1,0.11444368416726705,0.2570754869961694,0.12515680301363738,0.8277494043534384,0.25247054855726964,0.060945399764299295,14.777109471046952,0.02069192479798975,0.015017401473386125,0.11553252113962321,3,0.0021543239664074706,0.24053842312516238,104.58095654094076,17,0.01001578341153111,0.06852996306015079,0.8061775671868718,0.12343633040045726,0.24649667505015652,0.7856340872758203,64.8893365786382,0.1867523046553609,1,0.08817741091700955,0.030740848099827522,0.3072350988742897,0.18120020682991866,0.2296321113605352,0.5646849325671189,0.0395627890769816,0.019988071534088103,0.07944010880403085,0.0725476100281659,0.24595018342891795,0.006230706013539811,0.008841359001312776,0.022749673968635697,-0.005307840788580043,0.080284,0.029372,0.013261857835835222,3361
365,yes,0.20450122155547013,1,0.03012195727622161,0.04853506656621667,0.007257905444170493,0.8770223202924542,0.1335472849548334,0.07123137679406485,21.90730527415251,0.13940430156447545,0.21542168282868032,0.08681332577566328,1,0.00796537099143055,0.014732454600478555,29.430208720872802,12,0.10205352438472798,0.11902692546448518,0.7990279411030098,0.3447970684399761,0.09244332284555752,0.38642403538784886,30.891859011661605,0.09713135372477179,1,0.08006764641570918,0.14804023578645656,0.24332146441139016,0.2778401195561525,0.21412108550176592,0.4026529898567157,0.13039586780447604,0.2945408015468822,0.10099414418638908,0.35877619233445635,0.22138994742771612,0.0009439319857216244,-0.00893124492461339,0.02144878715094145,0.00018844782314508812,0.157958,0.027726,0.0436250773612431,1192
366,yes,0.014953145810503943,1,0.06566086031317647,0.16698392691310043,0.04257539018174113,0.7634278787892999,0.2901746315816982,0.08632034752303572,33.01551554814091,0.0394384202036317,0.10378108403513235,0.0029580004640305827,3,0.005967109847795234,0.10879484503435614,37.926868614666226,51,0.02672206711919452,0.11761262062008812,0.6310623922757712,0.23446989428045792,0.29394976870431455,0.164516049186203,75.90273502342268,0.5082806043376408,0,0.05866930478027542,0.28453550333810435,0.07002235326389536,0.14356651206197524,0.10691408994556069,0.15864542480347446,0.11900266397095564,0.0223133182314752,0.0255326674657943,0.02403430168866927,0.07545346998852032,0.0025206302773954636,0.0028096230358816143,0.006329074289823433,0.004485430128013057,0.033644,0.029798,0.009460815812935341,2107
367,yes,0.2867238873624752,1,0.11022581781923452,0.07786091726475047,0.08393329953657835,0.6728700397515943,0.3714233957965765,0.40950176227999446,12.61868063353211,0.2450126475420666,0.10200138336674784,0.021264847807057254,1,0.0023566783065576565,0.20718905744352548,13.972242347931637,6,0.04268745749211907,0.0968372911912924,0.4299355583080009,0.9350585539132603,0.05978067639940694,0.35563605799135023,28.102430708234074,0.31516015797359576,1,0.08742450281096466,0.16448873188768068,0.10084316538170991,0.020772249485710513,0.1809918616991021,0.3108896807339111,0.1364180822916425,0.31293679166184707,0.03540478822047266,0.1134119399208795,1.041575102057315,0.04706514383728422,0.006983392905834496,0.013929651481291438,-0.0034809540329380217,0.142526,0.022115,0.040349614167882186,5009
368,yes,0.29043907435066596,1,0.20957938289062694,0.2208133373233975,0.017371670846959585,0.864936532422673,0.10958159770034731,0.08944037130812087,33.733506294997284,0.021091249589210034,0.039359255746617694,0.05756418291754703,4,0.004045120967534042,0.052408554895246255,35.968417118857644,11,0.15748953139945115,0.4256774154278561,0.20000039275874332,0.11350104674226458,0.39350277093176345,0.516429271189513,4.498105953633659,0.1601781224265608,0,0.05150035239827913,0.20263508306059916,0.1678672348262478,0.060098068167263805,0.2224700517211533,0.7212314099861294,0.025816662221742538,0.025814440371722647,0.032450050324893676,0.021307435159827914,0.037784838824670874,0.0008139523039030205,0.0016910741380511407,0.0020388537576616628,0.0008977672373207124,0.026911,0.016473,0.0030918979912080147,1840
369,yes,0.3046149008951132,1,0.009961125745167446,0.14049525901431495,0.02589564236283732,0.6921799620840343,0.2479590354045536,0.3450297993855643,46.30529642481482,0.16598276970324147,0.191214997170019,0.03236808078695414,4,0.0011713461451219342,0.12089609105800991,21.51201268255159,13,0.05781376406904635,0.06343060046805252,0.45881453797957183,0.5714170333769587,0.12114447293685579,0.3718265171919509,169.63404051246275,0.3066188637626223,0,0.08246581521336989,0.1872848003607341,0.11918091701051907,0.41570160369074544,0.048860398479970625,0.23213748066548898,0.10536967000203981,0.06615012654955921,0.06274767289201733,0.03942724160306166,0.15590277753088566,0.0003302421073387851,0.005765662744481315,0.016234188062618005,-0.0018927953661720398,0.062295,0.029692,0.009299749732468499,2903
370,yes,0.2923778911412983,1,0.02827279384912105,0.16816951918438713,0.08831628462662254,0.8258485970642462,0.1845099297521106,0.0679430311013385,25.28015803329787,0.2978666196455311,0.172293034394607,0.12565993070408893,3,0.015215510522205624,0.028046691602237637,39.56381323682574,12,0.05480387256127252,0.10089962300642802,0.5948822043724267,0.09934475780350079,0.22039979782628258,0.2667907826930736,16.511440732559826,0.3336597472684757,1,0.0598121563495798,0.03473787759417193,0.14896201862475086,0.09456975298326632,0.22796677099216053,0.16035854780093595,0.1848085366118668,0.15629139134896053,0.14688928856289807,0.09719947320553857,0.28277603379057625,0.00961142026259254,0.0068557941607321204,0.012483642116615234,0.005403620860333858,0.123799,0.025845,0.021419101242848293,3126
371,yes,0.26854278307004215,1,0.07706832035288023,0.18877890926235244,0.07340147632561857,0.6506405732667376,0.3210090420815255,0.23439159236806908,42.62612971358929,0.07160922107193189,0.10728438440951009,0.07210925235176628,3,0.02115428219473291,0.02852894394746315,11.435384507262174,54,0.11794121452432384,0.1491811964950013,0.21055022730608247,0.0158581460191547,0.1433681685263093,0.4572725943754471,61.47436234687386,0.5729272439475049,1,0.07428779490078118,0.002623660066655769,0.16198660660687603,0.00012441764419641703,0.18791949220558976,0.4149958615805162,0.3917570763059415,0.19754521449291285,0.08426509307549646,0.09821072021534638,0.37069534350137934,-0.00021581867019659917,0.004798467544874674,0.002102566908021908,0.013974970166580558,0.119021,0.030563,0.07207749878594849,2611
